You entered a buffer length of 100,,,,,,,,,,,
-0.051688,0.135702,0.975493,-0.0501,0.13026,0.977732,-0.045807,-0.057568,0.141885,0.123334,0.981544,0.969442
-0.051688,0.129518,0.975493,-0.049524,0.128903,0.967977,0,-0.057568,0.141885,0,0.981544,0
-0.045807,0.135702,0.981544,-0.049524,0.128903,0.967916,0,-0.057568,0.141885,0,0.981544,0
-0.057568,0.135702,0.975493,-0.049524,0.128965,0.967977,0,-0.057568,0.141885,0,0.981544,0
-0.057568,0.129518,0.969442,-0.049583,0.128965,0.967977,0,-0.057568,0.141885,0,0.981544,0
-0.051688,0.129518,0.975493,-0.049642,0.128903,0.967916,0,-0.057568,0.141885,0,0.981544,0
-0.051688,0.129518,0.975493,-0.049642,0.128903,0.967916,0,-0.057568,0.141885,0,0.981544,0
-0.051688,0.135702,0.981544,-0.049701,0.128841,0.967856,0,-0.057568,0.141885,0,0.981544,0
-0.051688,0.123334,0.981544,-0.049701,0.128841,0.967856,0,-0.057568,0.141885,0,0.981544,0
-0.045807,0.129518,0.975493,-0.049701,0.128779,0.967916,0,-0.057568,0.141885,0,0.981544,0
-0.051688,0.135702,0.975493,-0.049642,0.128779,0.967856,0,-0.057568,0.141885,0,0.981544,0
-0.051688,0.129518,0.981544,-0.049642,0.128718,0.967795,0,-0.057568,0.135702,0,0.981544,0
-0.051688,0.123334,0.975493,-0.049583,0.128656,0.967795,0,-0.057568,0.135702,0,0.981544,0
-0.045807,0.129518,0.981544,-0.049583,0.128594,0.967735,0,-0.057568,0.135702,0,0.981544,0
-0.051688,0.135702,0.981544,-0.049524,0.128532,0.967735,0,-0.057568,0.135702,0,0.981544,0
-0.051688,0.129518,0.975493,-0.049465,0.128594,0.967795,0,-0.057568,0.135702,0,0.981544,0
-0.051688,0.123334,0.975493,-0.049465,0.128656,0.967735,0,-0.057568,0.135702,0,0.981544,0
-0.051688,0.129518,0.981544,-0.049524,0.128594,0.967674,0,-0.057568,0.135702,0,0.981544,0
-0.045807,0.129518,0.981544,-0.049524,0.128594,0.967674,0,-0.057568,0.135702,0,0.981544,0
