   3464807,  -0.16341287,   0.72315502,   1.27199554, 0, 0, 0, 0, 0,  926
   3464810,  -0.14577204,   0.71078753,   1.24779129, 0, 0, 0, 0, 0,  926
   3464812,  -0.13989174,   0.71078753,   1.21148467, 0, 0, 0, 0, 0,  926
   3464814,  -0.14577204,   0.69842005,   1.18728042, 0, 0, 0, 0, 0,  926
   3464816,  -0.15165234,   0.68605268,   1.15702510, 0, 0, 0, 0, 0,  926
   3464819,  -0.16929317,   0.67986894,   1.11466765, 0, 0, 0, 0, 0,  926
   3464821,  -0.15753263,   0.67368519,   1.07231021, 0, 0, 0, 0, 0,  926
   3464823,  -0.14577204,   0.67986894,   1.02995253, 0, 0, 0, 0, 0,  926
   3464826,  -0.12813121,   0.67986894,   0.98759520, 0, 0, 0, 0, 0,  926
   3464828,  -0.10461009,   0.68605268,   0.94523764, 0, 0, 0, 0, 0,  926
   3464830,  -0.08696926,   0.68605268,   0.89682913, 0, 0, 0, 0, 0,  926
   3464834,  -0.07520872,   0.67986894,   0.83631837, 0, 0, 0, 0, 0,  926
   3464836,  -0.06344819,   0.66131783,   0.76370549, 0, 0, 0, 0, 0,  926
   3464838,  -0.03992707,   0.64276659,   0.69109273, 0, 0, 0, 0, 0,  926
   3464840,  -0.01052564,   0.63039923,   0.63663304, 0, 0, 0, 0, 0,  926
   3464843,   0.01887572,   0.62421548,   0.57612240, 0, 0, 0, 0, 0,  926
   3464845,   0.05415738,   0.63039923,   0.52166271, 0, 0, 0, 0, 0,  926
   3464847,   0.07767844,   0.63039923,   0.46115196, 0, 0, 0, 0, 0,  926
   3464850,   0.08943903,   0.62421548,   0.39459026, 0, 0, 0, 0, 0,  926
   3464852,   0.09531939,   0.61803174,   0.32802844, 0, 0, 0, 0, 0,  926
   3464854,   0.09531939,   0.61803174,   0.26146662, 0, 0, 0, 0, 0,  926
   3464856,   0.10119963,   0.60566437,   0.19490492, 0, 0, 0, 0, 0,  926
   3464859,   0.11296022,   0.61184800,   0.13439417, 0, 0, 0, 0, 0,  926
   3464861,   0.13060105,   0.62421548,   0.07388353, 0, 0, 0, 0, 0,  926
   3464863,   0.14236152,   0.62421548,   0.00127065, 0, 0, 0, 0, 0,  926
   3464866,   0.15412211,   0.63039923,  -0.08344436, 0, 0, 0, 0, 0,  926
   3464868,   0.15412211,   0.63658297,  -0.16210824, 0, 0, 0, 0, 0,  926
   3464870,   0.16000235,   0.63658297,  -0.24077219, 0, 0, 0, 0, 0,  926
   3464873,   0.16588271,   0.64276659,  -0.30733395, 0, 0, 0, 0, 0,  926
   3464876,   0.17176294,   0.65513408,  -0.36179358, 0, 0, 0, 0, 0,  926
   3464878,   0.17764318,   0.66131783,  -0.41020215, 0, 0, 0, 0, 0,  927
   3464880,   0.17176294,   0.66131783,  -0.45255965, 0, 0, 0, 0, 0,  926
   3464883,   0.15412211,   0.64895034,  -0.49491715, 0, 0, 0, 0, 0,  926
   3464885,   0.13648129,   0.63658297,  -0.54332566, 0, 0, 0, 0, 0,  926
   3464887,   0.11884046,   0.62421548,  -0.59173429, 0, 0, 0, 0, 0,  926
   3464890,   0.10119963,   0.63039923,  -0.62804067, 0, 0, 0, 0, 0,  926
   3464892,   0.10119963,   0.63658297,  -0.67644924, 0, 0, 0, 0, 0,  926
   3464894,   0.09531939,   0.64895034,  -0.71275568, 0, 0, 0, 0, 0,  926
   3464897,   0.08943903,   0.64276659,  -0.74906206, 0, 0, 0, 0, 0,  926
   3464899,   0.08943903,   0.63039923,  -0.77931744, 0, 0, 0, 0, 0,  926
   3464901,   0.08355880,   0.61184800,  -0.81562388, 0, 0, 0, 0, 0,  926
   3464903,   0.08943903,   0.58092940,  -0.83982813, 0, 0, 0, 0, 0,  926
   3464906,   0.09531939,   0.56856203,  -0.86403245, 0, 0, 0, 0, 0,  926
   3464908,   0.10707986,   0.55619454,  -0.87613457, 0, 0, 0, 0, 0,  926
   3464910,   0.11884046,   0.55001080,  -0.89428777, 0, 0, 0, 0, 0,  926
   3464913,   0.12472069,   0.55001080,  -0.90638995, 0, 0, 0, 0, 0,  926
   3464915,   0.13648129,   0.53764343,  -0.91849208, 0, 0, 0, 0, 0,  926
   3464918,   0.14824188,   0.51909232,  -0.93664527, 0, 0, 0, 0, 0,  926
   3464920,   0.15412211,   0.51909232,  -0.94874740, 0, 0, 0, 0, 0,  926
   3464923,   0.15412211,   0.50672483,  -0.94874740, 0, 0, 0, 0, 0,  926
   3464925,   0.15412211,   0.48817372,  -0.94269633, 0, 0, 0, 0, 0,  926
   3464927,   0.14236152,   0.46962249,  -0.94269633, 0, 0, 0, 0, 0,  926
   3464930,   0.14236152,   0.45107138,  -0.93059421, 0, 0, 0, 0, 0,  926
   3464932,   0.13060105,   0.43252027,  -0.91849208, 0, 0, 0, 0, 0,  926
   3464934,   0.13060105,   0.43252027,  -0.91244102, 0, 0, 0, 0, 0,  926
   3464937,   0.13060105,   0.42015278,  -0.90638995, 0, 0, 0, 0, 0,  926
   3464939,   0.13648129,   0.41396904,  -0.90638995, 0, 0, 0, 0, 0,  926
   3464941,   0.14824188,   0.41396904,  -0.90638995, 0, 0, 0, 0, 0,  926
