912093,-0.01538652,-1.00030375,0.17713213
912095,-0.01538652,-1.00030375,0.17713213
912097,-0.01538652,-1.00637817,0.17713213
912100,-0.00926864,-1.00030375,0.18317866
912102,-0.01538652,-1.00030375,0.18317866
912104,-0.00926864,-1.00637817,0.18317866
912106,-0.00315076,-1.00030375,0.18317866
912108,-0.00926864,-1.00030375,0.17713213
912111,-0.00926864,-0.99422932,0.17713213
912113,-0.00926864,-0.99422932,0.17713213
912115,-0.00926864,-0.99422932,0.17713213
912117,-0.00926864,-1.00030375,0.17713213
912119,-0.01538652,-0.99422932,0.17713213
912122,-0.01538652,-0.99422932,0.1710856
912124,-0.0215044,-0.99422932,0.1710856
912126,-0.02762228,-1.00637817,0.1710856
912129,-0.02762228,-1.0124526,0.1710856
912131,-0.03374022,-1.01852703,0.17713213
912134,-0.03374022,-1.02460134,0.17713213
912136,-0.03374022,-1.02460134,0.17713213
912138,-0.03374022,-1.02460134,0.17713213
912140,-0.03374022,-1.02460134,0.17713213
912142,-0.03374022,-1.02460134,0.17713213
912145,-0.03374022,-1.01852703,0.18317866
912147,-0.02762228,-1.0124526,0.18317866
912149,-0.03374022,-1.00637817,0.18317866
912151,-0.03374022,-1.00030375,0.18317866
912153,-0.03374022,-0.99422932,0.18317866
912156,-0.03374022,-0.99422932,0.17713213
912158,-0.02762228,-0.98815489,0.18922508
912160,-0.02762228,-0.99422932,0.18317866
912162,-0.02762228,-0.99422932,0.18317866
912164,-0.02762228,-0.99422932,0.18317866
912167,-0.0215044,-0.99422932,0.18317866
912169,-0.02762228,-0.99422932,0.18317866
912172,-0.02762228,-1.00030375,0.18317866
912174,-0.0215044,-0.99422932,0.18317866
912176,-0.0215044,-0.99422932,0.17713213
912179,-0.0215044,-1.00030375,0.18317866
912181,-0.02762228,-0.99422932,0.17713213
912183,-0.02762228,-0.99422932,0.18317866
912185,-0.02762228,-1.00030375,0.18317866
912188,-0.02762228,-1.00030375,0.18317866
912190,-0.02762228,-1.00030375,0.18317866
912192,-0.02762228,-0.99422932,0.18317866
912194,-0.0215044,-0.99422932,0.17713213
912196,-0.0215044,-0.99422932,0.1710856
912199,-0.0215044,-0.99422932,0.1710856
912201,-0.01538652,-0.99422932,0.1710856
912203,-0.00926864,-0.99422932,0.1710856
912205,-0.01538652,-1.00030375,0.1710856
912207,-0.01538652,-0.99422932,0.16503918
912210,-0.00926864,-0.99422932,0.15899265
912212,-0.00926864,-0.99422932,0.15899265
912215,-0.00926864,-0.99422932,0.15899265
912217,-0.00926864,-1.00030375,0.15899265
912219,-0.00926864,-1.00637817,0.15899265
912221,-0.00315076,-1.00637817,0.15294611
912224,-0.00926864,-1.00030375,0.15294611
912226,-0.00926864,-1.00030375,0.15899265
912228,-0.00926864,-1.00030375,0.15294611
912230,-0.01538652,-1.00637817,0.1468997
912232,-0.00926864,-1.0124526,0.15294611
912235,-0.01538652,-1.00637817,0.15294611
912237,-0.01538652,-1.00637817,0.15294611
912239,-0.01538652,-1.00637817,0.15294611
912241,-0.0215044,-1.00637817,0.15294611
912243,-0.01538652,-1.00637817,0.15294611
912246,-0.0215044,-1.00637817,0.15294611
912248,-0.0215044,-1.00030375,0.15294611
912250,-0.0215044,-1.00030375,0.15294611
912252,-0.0215044,-1.00030375,0.1468997
912254,-0.02762228,-1.00030375,0.1468997
912258,-0.02762228,-1.00030375,0.1468997
912260,-0.02762228,-1.00030375,0.15294611
912262,-0.02762228,-0.99422932,0.15899265
912264,-0.02762228,-0.99422932,0.15899265
912267,-0.02762228,-1.00030375,0.15899265
912269,-0.0215044,-0.99422932,0.15899265
912271,-0.0215044,-0.99422932,0.15899265
912273,-0.02762228,-0.99422932,0.15899265
912275,-0.02762228,-0.99422932,0.16503918
912278,-0.02762228,-0.98815489,0.16503918
912280,-0.0215044,-0.99422932,0.16503918
912282,-0.0215044,-0.99422932,0.1710856
912284,-0.0215044,-0.99422932,0.16503918
912286,-0.0215044,-1.00030375,0.16503918
912289,-0.0215044,-0.99422932,0.1710856
912291,-0.0215044,-1.00030375,0.16503918
912293,-0.01538652,-0.99422932,0.1710856
912295,-0.0215044,-1.00030375,0.1710856
912297,-0.01538652,-0.99422932,0.1710856
912301,-0.01538652,-1.00030375,0.1710856
912303,-0.0215044,-1.00030375,0.16503918
912305,-0.0215044,-1.00030375,0.16503918
912307,-0.0215044,-1.00030375,0.1710856
912309,-0.0215044,-1.00030375,0.16503918
912312,-0.0215044,-1.00637817,0.16503918
912314,-0.0215044,-1.00637817,0.1710856
912316,-0.02762228,-1.00030375,0.1710856
912318,-0.0215044,-1.00637817,0.17713213
912320,-0.0215044,-1.00030375,0.17713213
912323,-0.02762228,-1.00030375,0.17713213
912325,-0.02762228,-1.00637817,0.17713213
912327,-0.02762228,-1.00030375,0.1710856
912329,-0.02762228,-1.00030375,0.1710856
912331,-0.02762228,-0.99422932,0.17713213
912334,-0.0215044,-0.98815489,0.1710856
912336,-0.02762228,-0.98815489,0.1710856
912338,-0.02762228,-0.99422932,0.17713213
912340,-0.02762228,-0.99422932,0.1710856
912344,-0.02762228,-0.99422932,0.1710856
912346,-0.02762228,-0.98815489,0.1710856
912348,-0.02762228,-0.99422932,0.16503918
912350,-0.02762228,-0.99422932,0.16503918
912352,-0.02762228,-0.99422932,0.16503918
912355,-0.03374022,-0.98815489,0.16503918
912357,-0.03374022,-0.98815489,0.16503918
912359,-0.03374022,-0.99422932,0.16503918
912361,-0.03374022,-0.99422932,0.16503918
912363,-0.02762228,-0.99422932,0.16503918
912366,-0.02762228,-0.99422932,0.15899265
912368,-0.03374022,-1.00030375,0.15899265
912370,-0.02762228,-1.00030375,0.15294611
912372,-0.03374022,-0.99422932,0.15899265
912374,-0.03374022,-0.99422932,0.15899265
912377,-0.03374022,-1.00030375,0.16503918
912379,-0.03374022,-1.00030375,0.16503918
912381,-0.02762228,-1.00637817,0.15899265
912384,-0.02762228,-1.00637817,0.16503918
912386,-0.02762228,-1.0124526,0.16503918
912389,-0.02762228,-1.0124526,0.15899265
912391,-0.02762228,-1.0124526,0.15899265
912393,-0.02762228,-1.0124526,0.15899265
912395,-0.03374022,-1.00637817,0.15899265
912398,-0.03374022,-1.00637817,0.15899265
912400,-0.02762228,-1.00637817,0.15899265
912402,-0.02762228,-1.00637817,0.15294611
912404,-0.02762228,-1.00030375,0.15294611
912406,-0.03374022,-1.00030375,0.1468997
912409,-0.02762228,-1.00030375,0.15294611
912411,-0.02762228,-1.00030375,0.15294611
912413,-0.02762228,-0.99422932,0.1468997
912415,-0.0215044,-0.99422932,0.15294611
912417,-0.02762228,-0.99422932,0.15294611
912420,-0.03374022,-0.99422932,0.1468997
912422,-0.03374022,-0.99422932,0.15294611
912424,-0.03374022,-1.00030375,0.15294611
912427,-0.02762228,-0.99422932,0.1468997
912429,-0.0215044,-0.99422932,0.1468997
912432,-0.0215044,-0.98815489,0.1468997
912434,-0.0215044,-0.98815489,0.14085317
912436,-0.01538652,-0.98815489,0.1468997
912438,-0.0215044,-0.98815489,0.15294611
912440,-0.0215044,-0.99422932,0.15899265
912443,-0.0215044,-0.98815489,0.15899265
912445,-0.0215044,-0.99422932,0.15899265
912447,-0.02762228,-1.00030375,0.15899265
912449,-0.02762228,-1.00637817,0.15899265
912452,-0.02762228,-1.0124526,0.15899265
912454,-0.02762228,-1.02460134,0.16503918
912456,-0.03374022,-1.01852703,0.1710856
912458,-0.03374022,-1.02460134,0.1710856
912460,-0.03374022,-1.03067577,0.17713213
912463,-0.02762228,-1.03067577,0.18317866
912465,-0.02762228,-1.02460134,0.18317866
