You entered a buffer length of 20
0.095319, 0.618032, 0.328028, -0.069622, 0.667811, 0.866574, 0.095319, -0.169293, 0.723155, 0.618032, 1.271996, 0.328028
0.095319, 0.618032, 0.261467, -0.061452, 0.631653, 0.802974, 0.095319, -0.169293, 0.710788, 0.000000, 1.247791, 0.000000
0.101200, 0.605664, 0.194905, -0.049397, 0.627015, 0.753658, 0.095319, -0.169293, 0.710788, 0.000000, 1.211485, 0.000000
0.112960, 0.611848, 0.134394, -0.037343, 0.621759, 0.702829, 0.101200, -0.169293, 0.698420, 0.000000, 1.187280, 0.000000
0.130601, 0.624215, 0.073884, -0.024406, 0.617430, 0.650184, 0.112960, -0.169293, 0.686053, 0.000000, 1.157025, 0.000000
0.142362, 0.624215, 0.001271, -0.010293, 0.614339, 0.596027, 0.130601, -0.169293, 0.686053, 0.000000, 1.114668, 0.000000
0.154122, 0.630399, -0.083444, 0.005289, 0.611556, 0.540358, 0.142362, -0.157533, 0.686053, 0.000000, 1.072310, 0.000000
0.154122, 0.636583, -0.162108, 0.020872, 0.609392, 0.482570, 0.154122, -0.145772, 0.686053, 0.000000, 1.029953, -0.083444
0.160002, 0.636583, -0.240772, 0.035867, 0.607227, 0.422967, 0.154122, -0.128131, 0.686053, 0.000000, 0.987595, -0.162108
0.165883, 0.642767, -0.307334, 0.050273, 0.605063, 0.361548, 0.160002, -0.104610, 0.686053, 0.000000, 0.945238, -0.240772
0.171763, 0.655134, -0.361794, 0.063798, 0.602899, 0.298920, 0.165883, -0.086969, 0.686053, 0.000000, 0.896829, -0.307334
0.177643, 0.661318, -0.410202, 0.076735, 0.601353, 0.235989, 0.171763, -0.075209, 0.679869, 0.000000, 0.836318, -0.361794
0.171763, 0.661318, -0.452560, 0.089377, 0.600425, 0.173663, 0.177643, -0.063448, 0.661318, 0.000000, 0.763705, -0.410202
0.154122, 0.648950, -0.494917, 0.101138, 0.600425, 0.112849, 0.177643, -0.039927, 0.661318, 0.000000, 0.691093, -0.452560
0.136481, 0.636583, -0.543326, 0.110840, 0.600734, 0.053549, 0.177643, -0.010526, 0.661318, 0.000000, 0.636633, -0.494917
0.118840, 0.624215, -0.591734, 0.118191, 0.601044, -0.005449, 0.177643, 0.000000, 0.661318, 0.000000, 0.576122, -0.543326
0.101200, 0.630399, -0.628041, 0.123189, 0.601044, -0.063842, 0.177643, 0.000000, 0.661318, 0.000000, 0.521663, -0.591734
0.101200, 0.636583, -0.676449, 0.125541, 0.601044, -0.121327, 0.177643, 0.000000, 0.661318, 0.000000, 0.461152, -0.628041
0.095319, 0.648950, -0.712756, 0.126717, 0.601353, -0.178207, 0.177643, 0.000000, 0.661318, 0.000000, 0.394590, -0.676449
0.089439, 0.642767, -0.749062, 0.127011, 0.602589, -0.233574, 0.177643, 0.000000, 0.661318, 0.000000, 0.328028, -0.712756
0.089439, 0.630399, -0.779317, 0.126717, 0.603826, -0.287429, 0.177643, 0.000000, 0.661318, 0.000000, 0.261467, -0.749062
0.083559, 0.611848, -0.815624, 0.131189, 0.635346, -0.326395, 0.177643, 0.089439, 0.661318, 0.605664, 0.261467, -0.779317
0.089439, 0.580929, -0.839828, 0.130601, 0.635037, -0.380249, 0.177643, 0.083559, 0.661318, 0.605664, 0.194905, -0.815624
0.095319, 0.568562, -0.864032, 0.130013, 0.633800, -0.431986, 0.177643, 0.083559, 0.661318, 0.580929, 0.134394, -0.839828
0.107080, 0.556195, -0.876135, 0.129131, 0.631636, -0.481907, 0.177643, 0.083559, 0.661318, 0.568562, 0.073884, -0.864032
0.118840, 0.550011, -0.894288, 0.127955, 0.628235, -0.529408, 0.177643, 0.083559, 0.661318, 0.556195, 0.001271, -0.876135
0.124721, 0.550011, -0.906390, 0.126779, 0.624525, -0.574186, 0.177643, 0.083559, 0.661318, 0.550011, -0.083444, -0.894288
0.136481, 0.537643, -0.918492, 0.125309, 0.620505, -0.615333, 0.177643, 0.083559, 0.661318, 0.550011, -0.162108, -0.906390
0.148242, 0.519092, -0.936645, 0.124427, 0.615558, -0.653153, 0.177643, 0.083559, 0.661318, 0.537643, -0.240772, -0.918492
0.154122, 0.519092, -0.948747, 0.123839, 0.609684, -0.687946, 0.177643, 0.083559, 0.661318, 0.519092, -0.307334, -0.936645
0.154122, 0.506725, -0.948747, 0.123251, 0.603500, -0.720017, 0.177643, 0.083559, 0.661318, 0.519092, -0.361794, -0.948747
0.154122, 0.488174, -0.942696, 0.122369, 0.596080, -0.749365, 0.177643, 0.083559, 0.661318, 0.506725, -0.410202, -0.948747
0.142362, 0.469622, -0.942696, 0.121193, 0.587422, -0.775989, 0.171763, 0.083559, 0.661318, 0.488174, -0.452560, -0.948747
0.142362, 0.451071, -0.930594, 0.119722, 0.577838, -0.800496, 0.154122, 0.083559, 0.648950, 0.469622, -0.494917, -0.948747
0.130601, 0.432520, -0.918492, 0.119134, 0.567944, -0.822280, 0.154122, 0.083559, 0.648950, 0.451071, -0.543326, -0.948747
0.130601, 0.432520, -0.912441, 0.118840, 0.557741, -0.841038, 0.154122, 0.083559, 0.648950, 0.432520, -0.591734, -0.948747
0.130601, 0.420153, -0.906390, 0.119428, 0.548156, -0.857074, 0.154122, 0.083559, 0.648950, 0.432520, -0.628041, -0.948747
0.136481, 0.413969, -0.906390, 0.120899, 0.537643, -0.870991, 0.154122, 0.083559, 0.648950, 0.420153, -0.676449, -0.948747
0.148242, 0.413969, -0.906390, 0.122663, 0.526513, -0.882488, 0.154122, 0.083559, 0.648950, 0.413969, -0.712756, -0.948747
0.154122, 0.401602, -0.912441, 0.125309, 0.514764, -0.892170, 0.154122, 0.083559, 0.642767, 0.413969, -0.749062, -0.948747
0.165883, 0.395418, -0.912441, 0.128543, 0.502705, -0.900339, 0.154122, 0.083559, 0.630399, 0.401602, -0.779317, -0.948747
0.165883, 0.383050, -0.894288, 0.132365, 0.490956, -0.906995, 0.165883, 0.083559, 0.611848, 0.395418, -0.815624, -0.948747
0.171763, 0.370683, -0.888237, 0.136481, 0.479516, -0.910928, 0.165883, 0.089439, 0.580929, 0.383050, -0.839828, -0.948747
0.171763, 0.364499, -0.876135, 0.140597, 0.469004, -0.913349, 0.171763, 0.095319, 0.568562, 0.370683, -0.864032, -0.948747
0.171763, 0.358316, -0.845879, 0.144420, 0.458801, -0.913954, 0.171763, 0.107080, 0.556195, 0.364499, -0.876135, -0.948747
0.177643, 0.352132, -0.809573, 0.147654, 0.448907, -0.912441, 0.171763, 0.118840, 0.550011, 0.358316, -0.845879, -0.948747
