   3485433,   0.03063631,   0.65513408,   0.62453091, 0, 0, 0, 0, 0,  926
   3485435,   0.03651655,   0.65513408,   0.63058197, 0, 0, 0, 0, 0,  926
   3485438,   0.03063631,   0.64895034,   0.62453091, 0, 0, 0, 0, 0,  926
   3485441,   0.02475595,   0.64276659,   0.62453091, 0, 0, 0, 0, 0,  926
   3485443,   0.02475595,   0.63658297,   0.63058197, 0, 0, 0, 0, 0,  926
   3485446,   0.02475595,   0.63039923,   0.63663304, 0, 0, 0, 0, 0,  926
   3485448,   0.01887572,   0.63039923,   0.63663304, 0, 0, 0, 0, 0,  926
   3485450,   0.01887572,   0.62421548,   0.64268410, 0, 0, 0, 0, 0,  926
   3485453,   0.01299548,   0.61803174,   0.64268410, 0, 0, 0, 0, 0,  926
   3485455,   0.01887572,   0.62421548,   0.64873517, 0, 0, 0, 0, 0,  926
   3485457,   0.02475595,   0.61803174,   0.66688836, 0, 0, 0, 0, 0,  926
   3485459,   0.03063631,   0.60566437,   0.63663304, 0, 0, 0, 0, 0,  926
   3485462,   0.01299548,   0.60566437,   0.68504167, 0, 0, 0, 0, 0,  926
   3485464,   0.00711513,   0.61184800,   0.62453091, 0, 0, 0, 0, 0,  926
   3485466,   0.00123489,   0.62421548,   0.67293942, 0, 0, 0, 0, 0,  926
   3485469,   0.01299548,   0.63039923,   0.65478623, 0, 0, 0, 0, 0,  926
   3485471,   0.01299548,   0.63039923,   0.67293942, 0, 0, 0, 0, 0,  926
   3485473,   0.00711513,   0.62421548,   0.67293942, 0, 0, 0, 0, 0,  926
   3485475,  -0.00464541,   0.61803174,   0.67293942, 0, 0, 0, 0, 0,  926
   3485478,  -0.00464541,   0.62421548,   0.67293942, 0, 0, 0, 0, 0,  926
   3485480,  -0.01052564,   0.63039923,   0.67293942, 0, 0, 0, 0, 0,  926
   3485483,  -0.01640594,   0.63039923,   0.67293942, 0, 0, 0, 0, 0,  926
   3485486,  -0.01052564,   0.63039923,   0.66688836, 0, 0, 0, 0, 0,  926
   3485488,  -0.01640594,   0.63658297,   0.66083729, 0, 0, 0, 0, 0,  926
   3485490,  -0.01640594,   0.63039923,   0.64873517, 0, 0, 0, 0, 0,  926
   3485492,  -0.01640594,   0.63658297,   0.63663304, 0, 0, 0, 0, 0,  926
   3485495,  -0.02228624,   0.64276659,   0.62453091, 0, 0, 0, 0, 0,  926
   3485497,  -0.01640594,   0.65513408,   0.60637772, 0, 0, 0, 0, 0,  926
   3485499,  -0.01640594,   0.64895034,   0.61242878, 0, 0, 0, 0, 0,  926
   3485502,  -0.01640594,   0.64895034,   0.59427559, 0, 0, 0, 0, 0,  926
   3485504,  -0.01640594,   0.66131783,   0.59427559, 0, 0, 0, 0, 0,  926
   3485506,  -0.01052564,   0.66750145,   0.57612240, 0, 0, 0, 0, 0,  926
   3485509,  -0.01052564,   0.66131783,   0.57007122, 0, 0, 0, 0, 0,  926
   3485511,   0.00123489,   0.66131783,   0.55191803, 0, 0, 0, 0, 0,  926
   3485513,   0.00123489,   0.65513408,   0.54586697, 0, 0, 0, 0, 0,  926
   3485515,   0.00711513,   0.66131783,   0.53376484, 0, 0, 0, 0, 0,  926
   3485518,   0.01887572,   0.65513408,   0.52166271, 0, 0, 0, 0, 0,  926
   3485520,   0.01887572,   0.64895034,   0.52166271, 0, 0, 0, 0, 0,  926
   3485522,   0.02475595,   0.64276659,   0.51561165, 0, 0, 0, 0, 0,  926
   3485526,   0.02475595,   0.64276659,   0.51561165, 0, 0, 0, 0, 0,  926
   3485528,   0.03063631,   0.63039923,   0.50956059, 0, 0, 0, 0, 0,  926
   3485530,   0.03651655,   0.62421548,   0.50956059, 0, 0, 0, 0, 0,  926
   3485532,   0.03063631,   0.61184800,   0.50350952, 0, 0, 0, 0, 0,  926
   3485535,   0.03651655,   0.60566437,   0.50350952, 0, 0, 0, 0, 0,  926
   3485537,   0.03651655,   0.59329689,   0.50350952, 0, 0, 0, 0, 0,  926
   3485539,   0.04239678,   0.58092940,   0.50350952, 0, 0, 0, 0, 0,  926
   3485542,   0.04239678,   0.57474577,   0.50956059, 0, 0, 0, 0, 0,  926
   3485544,   0.04239678,   0.56237829,   0.50956059, 0, 0, 0, 0, 0,  926
   3485546,   0.04239678,   0.55619454,   0.51561165, 0, 0, 0, 0, 0,  926
   3485549,   0.04239678,   0.55001080,   0.51561165, 0, 0, 0, 0, 0,  926
   3485551,   0.04827714,   0.54382718,   0.52771378, 0, 0, 0, 0, 0,  926
   3485553,   0.05415738,   0.53764343,   0.53981590, 0, 0, 0, 0, 0,  926
   3485555,   0.04827714,   0.52527595,   0.54586697, 0, 0, 0, 0, 0,  926
   3485558,   0.04827714,   0.51909232,   0.57007122, 0, 0, 0, 0, 0,  927
   3485560,   0.04239678,   0.51290858,   0.56402016, 0, 0, 0, 0, 0,  926
   3485562,   0.03651655,   0.50672483,   0.60032666, 0, 0, 0, 0, 0,  926
   3485565,   0.03651655,   0.50672483,   0.60032666, 0, 0, 0, 0, 0,  926
   3485568,   0.03063631,   0.50054109,   0.63058197, 0, 0, 0, 0, 0,  926
   3485570,   0.03651655,   0.50054109,   0.62453091, 0, 0, 0, 0, 0,  926
   3485572,   0.03063631,   0.50054109,   0.65478623, 0, 0, 0, 0, 0,  926
   3485575,   0.03651655,   0.48817372,   0.65478623, 0, 0, 0, 0, 0,  926
   3485577,   0.03063631,   0.48198998,   0.66688836, 0, 0, 0, 0, 0,  926
   3485579,   0.03651655,   0.46962249,   0.68504167, 0, 0, 0, 0, 0,  926
   3485582,   0.03063631,   0.46343875,   0.68504167, 0, 0, 0, 0, 0,  926
   3485584,   0.03063631,   0.46343875,   0.69109273, 0, 0, 0, 0, 0,  926
   3485586,   0.03063631,   0.45725513,   0.70319486, 0, 0, 0, 0, 0,  926
   3485589,   0.03651655,   0.45725513,   0.67899060, 0, 0, 0, 0, 0,  926
   3485591,   0.03063631,   0.45107138,   0.72739911, 0, 0, 0, 0, 0,  926
   3485593,   0.03063631,   0.44488764,   0.67293942, 0, 0, 0, 0, 0,  926
   3485595,   0.03063631,   0.43870389,   0.72739911, 0, 0, 0, 0, 0,  926
   3485598,   0.03651655,   0.43870389,   0.67293942, 0, 0, 0, 0, 0,  926
   3485600,   0.01887572,   0.43252027,   0.72739911, 0, 0, 0, 0, 0,  926
   3485602,   0.01299548,   0.43252027,   0.67899060, 0, 0, 0, 0, 0,  926
   3485605,   0.00711513,   0.42633653,   0.71529698, 0, 0, 0, 0, 0,  926
   3485607,   0.00711513,   0.43252027,   0.69714379, 0, 0, 0, 0, 0,  926
